BirthDate,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,YearFirstPurchase,CommuteDistance,StateProvinceCode,StateProvinceName,CountryRegionCode,RegionName,SalesTerritoryKey,CustomerKey,ProductCategoryKey,ProductCategory,ProductSubcategoryKey,ProductSubcategoryName,ProductKey,ModelName
6/16/1979,39,M,F,20000,1,1,Partial College,Manual,0,0,2013,1-2 Miles,HE,Hessen,DE,Germany,8,28528,1,Bikes,3,Touring Bikes,586,Touring-3000
8/8/1983,35,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,2012,0-1 Miles,92,Hauts de Seine,FR,France,7,15624,1,Bikes,3,Touring Bikes,563,Touring-1000
3/19/1952,67,S,F,30000,2,0,Partial College,Clerical,1,2,2012,5-10 Miles,NSW,New South Wales,AU,Australia,9,15436,1,Bikes,2,Road Bikes,582,Road-350-W
8/29/1976,42,S,F,100000,0,5,High School,Management,1,3,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,25827,1,Bikes,2,Road Bikes,382,Road-550-W
7/18/1959,59,S,F,40000,3,0,Partial High School,Clerical,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,25949,1,Bikes,2,Road Bikes,390,Road-550-W
11/15/1982,36,M,M,10000,0,0,High School,Manual,1,2,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,24168,1,Bikes,2,Road Bikes,604,Road-750
11/22/1984,34,M,M,20000,0,0,Bachelors,Clerical,1,0,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,24174,1,Bikes,2,Road Bikes,605,Road-750
5/10/1979,40,S,F,60000,2,2,Bachelors,Professional,0,1,2013,0-1 Miles,SA,South Australia,AU,Australia,9,29181,1,Bikes,2,Road Bikes,604,Road-750
9/30/1962,56,S,M,70000,1,0,Partial College,Skilled Manual,1,1,2012,5-10 Miles,QLD,Queensland,AU,Australia,9,14326,1,Bikes,1,Mountain Bikes,359,Mountain-200
7/22/1964,54,M,F,120000,1,2,Bachelors,Management,1,2,2012,2-5 Miles,QLD,Queensland,AU,Australia,9,21418,1,Bikes,2,Road Bikes,380,Road-250
10/14/1979,39,S,F,110000,0,5,Partial College,Management,1,3,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,21557,1,Bikes,2,Road Bikes,380,Road-250
10/12/1972,46,S,M,100000,1,0,Bachelors,Management,1,2,2012,1-2 Miles,WA,Washington,US,United States,1,26537,1,Bikes,3,Touring Bikes,575,Touring-1000
11/15/1979,39,M,M,110000,2,1,Graduate Degree,Management,1,3,2012,1-2 Miles,CA,California,US,United States,4,26538,1,Bikes,3,Touring Bikes,563,Touring-1000
7/21/1971,47,S,M,40000,4,2,High School,Skilled Manual,1,2,2013,2-5 Miles,CA,California,US,United States,4,23386,1,Bikes,2,Road Bikes,604,Road-750
2/15/1978,41,S,F,70000,2,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,23146,1,Bikes,2,Road Bikes,604,Road-750
4/15/1960,59,M,M,40000,4,0,Partial College,Professional,1,2,2013,5-10 Miles,OR,Oregon,US,United States,1,23520,1,Bikes,2,Road Bikes,606,Road-750
5/10/1981,38,S,F,30000,0,0,Bachelors,Clerical,1,0,2013,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,24033,1,Bikes,2,Road Bikes,605,Road-750
4/10/1978,41,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,2012,0-1 Miles,75,Seine (Paris),FR,France,7,15623,1,Bikes,3,Touring Bikes,562,Touring-1000
5/5/1982,37,S,F,70000,0,0,Bachelors,Professional,1,3,2012,10+ Miles,QLD,Queensland,AU,Australia,9,12340,1,Bikes,3,Touring Bikes,563,Touring-1000
9/5/1980,38,M,F,70000,0,0,Bachelors,Professional,1,3,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,12342,1,Bikes,3,Touring Bikes,573,Touring-1000
4/21/1982,37,S,M,30000,0,0,High School,Manual,1,1,2011,2-5 Miles,78,Yveline,FR,France,7,12395,1,Bikes,1,Mountain Bikes,357,Mountain-200
7/11/1980,38,S,F,10000,0,0,Partial High School,Manual,0,2,2012,0-1 Miles,SL,Saarland,DE,Germany,8,12521,1,Bikes,1,Mountain Bikes,359,Mountain-200
4/6/1969,50,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,13820,1,Bikes,1,Mountain Bikes,363,Mountain-200
9/19/1966,52,S,M,160000,2,4,High School,Professional,0,3,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,17192,1,Bikes,1,Mountain Bikes,357,Mountain-200
9/8/1974,44,M,F,40000,1,0,Bachelors,Skilled Manual,1,0,2012,0-1 Miles,HE,Hessen,DE,Germany,8,16297,1,Bikes,1,Mountain Bikes,359,Mountain-200
4/24/1981,38,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2011,1-2 Miles,ENG,England,GB,United Kingdom,10,13845,1,Bikes,1,Mountain Bikes,359,Mountain-200
11/21/1966,52,M,F,20000,1,1,Partial College,Manual,1,0,2012,1-2 Miles,93,Seine Saint Denis,FR,France,7,16533,1,Bikes,2,Road Bikes,380,Road-250
11/19/1961,57,M,F,130000,3,4,Partial College,Professional,1,3,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,25775,1,Bikes,2,Road Bikes,376,Road-250
1/1/1979,40,M,F,40000,1,1,Bachelors,Skilled Manual,1,0,2013,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,21666,1,Bikes,1,Mountain Bikes,589,Mountain-400-W
4/13/1946,73,S,M,20000,1,0,Bachelors,Clerical,1,0,2012,0-1 Miles,SL,Saarland,DE,Germany,8,15456,1,Bikes,1,Mountain Bikes,594,Mountain-500
12/8/1972,46,M,F,70000,3,0,Partial College,Professional,0,2,2013,5-10 Miles,CA,California,US,United States,4,19821,1,Bikes,1,Mountain Bikes,593,Mountain-500
5/17/1963,56,M,M,40000,1,0,Partial College,Clerical,1,1,2011,1-2 Miles,WA,Washington,US,United States,1,14754,1,Bikes,1,Mountain Bikes,587,Mountain-400-W
6/24/1974,44,M,F,80000,0,0,Bachelors,Management,1,1,2012,1-2 Miles,CA,California,US,United States,4,15844,1,Bikes,1,Mountain Bikes,361,Mountain-200
1/30/1986,33,M,M,30000,0,0,High School,Skilled Manual,1,2,2011,5-10 Miles,CA,California,US,United States,4,12018,1,Bikes,1,Mountain Bikes,363,Mountain-200
10/16/1984,34,M,F,70000,0,0,Partial College,Professional,0,2,2012,0-1 Miles,CA,California,US,United States,4,15750,1,Bikes,1,Mountain Bikes,361,Mountain-200
5/25/1972,46,M,F,130000,0,1,Graduate Degree,Management,1,3,2012,0-1 Miles,CA,California,US,United States,4,15768,1,Bikes,1,Mountain Bikes,357,Mountain-200
4/17/1966,53,S,M,70000,4,3,High School,Professional,1,0,2012,5-10 Miles,CA,California,US,United States,4,15968,1,Bikes,1,Mountain Bikes,363,Mountain-200
9/20/1979,39,M,M,10000,0,0,Graduate Degree,Manual,1,0,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,15440,1,Bikes,3,Touring Bikes,565,Touring-3000
12/31/1978,40,S,F,30000,1,1,Bachelors,Clerical,1,0,2013,1-2 Miles,93,Seine Saint Denis,FR,France,7,27142,1,Bikes,3,Touring Bikes,571,Touring-3000
1/8/1982,37,M,M,10000,1,1,High School,Manual,1,0,2011,2-5 Miles,NSW,New South Wales,AU,Australia,9,17912,1,Bikes,2,Road Bikes,382,Road-550-W
10/7/1974,44,S,M,110000,1,0,Graduate Degree,Management,1,0,2012,0-1 Miles,QLD,Queensland,AU,Australia,9,14672,1,Bikes,1,Mountain Bikes,355,Mountain-200
7/25/1972,46,S,M,70000,5,5,Bachelors,Professional,1,4,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,14676,1,Bikes,1,Mountain Bikes,357,Mountain-200
7/31/1969,49,M,F,130000,0,1,Graduate Degree,Management,1,2,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,14279,1,Bikes,1,Mountain Bikes,361,Mountain-200
9/21/1972,46,S,M,60000,0,0,Graduate Degree,Professional,0,1,2012,0-1 Miles,CA,California,US,United States,4,26626,1,Bikes,3,Touring Bikes,565,Touring-3000
9/5/1959,59,M,M,30000,1,0,High School,Clerical,1,1,2013,2-5 Miles,CA,California,US,United States,4,23789,1,Bikes,3,Touring Bikes,577,Touring-2000
7/1/1976,42,M,M,70000,2,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,23159,1,Bikes,2,Road Bikes,604,Road-750
1/29/1972,47,M,M,70000,4,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,23185,1,Bikes,2,Road Bikes,605,Road-750
1/14/1966,53,M,M,60000,1,0,Partial College,Skilled Manual,1,1,2013,2-5 Miles,WA,Washington,US,United States,1,21147,1,Bikes,2,Road Bikes,384,Road-550-W
6/2/1985,33,S,F,40000,0,0,High School,Skilled Manual,0,2,2013,0-1 Miles,WA,Washington,US,United States,1,21253,1,Bikes,2,Road Bikes,388,Road-550-W
10/12/1939,79,S,F,50000,2,0,Graduate Degree,Management,1,2,2013,5-10 Miles,BC,British Columbia,CA,Canada,6,17404,1,Bikes,2,Road Bikes,580,Road-350-W
8/18/1971,47,S,M,30000,2,2,Partial College,Manual,1,0,2013,0-1 Miles,62,Pas de Calais,FR,France,7,22663,1,Bikes,2,Road Bikes,606,Road-750
4/22/1974,45,S,F,10000,3,3,High School,Manual,1,0,2013,0-1 Miles,HH,Hamburg,DE,Germany,8,24046,1,Bikes,2,Road Bikes,604,Road-750
1/17/1964,55,M,F,160000,1,3,Partial College,Professional,0,4,2012,5-10 Miles,ENG,England,GB,United Kingdom,10,16823,1,Bikes,3,Touring Bikes,563,Touring-1000
3/20/1963,56,S,M,70000,1,0,Partial College,Skilled Manual,0,1,2012,0-1 Miles,NSW,New South Wales,AU,Australia,9,14323,1,Bikes,3,Touring Bikes,567,Touring-3000
8/20/1980,38,M,F,90000,0,0,Bachelors,Professional,0,2,2012,10+ Miles,VIC,Victoria,AU,Australia,9,12347,1,Bikes,3,Touring Bikes,562,Touring-1000
1/22/1977,42,S,M,130000,0,5,Partial College,Management,1,4,2012,0-1 Miles,NSW,New South Wales,AU,Australia,9,12360,1,Bikes,3,Touring Bikes,564,Touring-1000
11/13/1955,63,M,F,90000,4,1,High School,Management,0,3,2011,5-10 Miles,75,Seine (Paris),FR,France,7,18175,1,Bikes,1,Mountain Bikes,353,Mountain-200
2/14/1979,40,S,M,20000,0,0,Partial High School,Manual,0,2,2012,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,12712,1,Bikes,1,Mountain Bikes,353,Mountain-200
10/10/1980,38,S,F,10000,5,2,Partial High School,Manual,1,1,2011,0-1 Miles,59,Nord,FR,France,7,12480,1,Bikes,1,Mountain Bikes,363,Mountain-200
1/8/1972,47,S,M,30000,4,0,Graduate Degree,Clerical,1,0,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,20167,1,Bikes,2,Road Bikes,374,Road-250
1/1/1974,45,S,F,110000,2,4,Partial College,Professional,1,3,2012,5-10 Miles,91,Essonne,FR,France,7,14424,1,Bikes,2,Road Bikes,374,Road-250
2/17/1977,42,M,F,40000,0,0,Bachelors,Professional,1,0,2013,0-1 Miles,75,Seine (Paris),FR,France,7,20910,1,Bikes,1,Mountain Bikes,596,Mountain-500
3/22/1962,57,M,F,70000,3,0,Partial College,Professional,1,2,2011,5-10 Miles,BC,British Columbia,CA,Canada,6,22230,1,Bikes,1,Mountain Bikes,592,Mountain-500
8/2/1957,61,S,M,70000,5,2,Partial College,Professional,1,2,2012,10+ Miles,WA,Washington,US,United States,1,15918,1,Bikes,1,Mountain Bikes,361,Mountain-200
8/22/1974,44,M,F,80000,1,0,Partial College,Skilled Manual,1,1,2012,0-1 Miles,OR,Oregon,US,United States,1,15569,1,Bikes,1,Mountain Bikes,359,Mountain-200
8/11/1982,36,M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,2011,0-1 Miles,CA,California,US,United States,4,12885,1,Bikes,1,Mountain Bikes,359,Mountain-200
7/23/1963,55,M,F,130000,1,1,Graduate Degree,Management,1,4,2012,1-2 Miles,OR,Oregon,US,United States,1,15771,1,Bikes,1,Mountain Bikes,353,Mountain-200
3/31/1971,48,S,M,80000,3,3,Bachelors,Skilled Manual,1,3,2013,10+ Miles,BC,British Columbia,CA,Canada,6,17613,1,Bikes,1,Mountain Bikes,363,Mountain-200
5/22/1974,44,M,F,10000,2,2,High School,Manual,1,1,2013,0-1 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,27136,1,Bikes,3,Touring Bikes,560,Touring-2000
11/5/1970,48,M,M,30000,0,0,Bachelors,Clerical,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,12608,1,Bikes,3,Touring Bikes,578,Touring-2000
1/18/1978,41,S,M,30000,0,0,High School,Manual,0,1,2013,1-2 Miles,SL,Saarland,DE,Germany,8,26223,1,Bikes,3,Touring Bikes,576,Touring-1000
9/14/1952,66,S,M,30000,2,0,Partial College,Clerical,0,2,2012,1-2 Miles,NSW,New South Wales,AU,Australia,9,24249,1,Bikes,2,Road Bikes,606,Road-750
1/2/1963,56,S,F,70000,1,0,Partial College,Skilled Manual,1,1,2012,5-10 Miles,VIC,Victoria,AU,Australia,9,14325,1,Bikes,1,Mountain Bikes,363,Mountain-200
11/22/1981,37,M,F,110000,0,5,High School,Management,1,4,2012,10+ Miles,VIC,Victoria,AU,Australia,9,14236,1,Bikes,1,Mountain Bikes,359,Mountain-200
3/4/1971,48,M,M,90000,4,4,Partial College,Professional,1,3,2013,2-5 Miles,BC,British Columbia,CA,Canada,6,14436,1,Bikes,3,Touring Bikes,573,Touring-1000
5/17/1975,43,S,F,60000,1,0,Bachelors,Professional,1,1,2013,2-5 Miles,CA,California,US,United States,4,21162,1,Bikes,2,Road Bikes,388,Road-550-W
3/22/1964,55,S,F,40000,2,0,Partial College,Clerical,1,1,2013,1-2 Miles,WA,Washington,US,United States,1,20767,1,Bikes,2,Road Bikes,384,Road-550-W
7/3/1980,38,M,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,2013,0-1 Miles,SL,Saarland,DE,Germany,8,28522,1,Bikes,2,Road Bikes,382,Road-550-W
2/22/1984,35,M,M,90000,0,0,Bachelors,Professional,1,3,2012,10+ Miles,VIC,Victoria,AU,Australia,9,12350,1,Bikes,3,Touring Bikes,563,Touring-1000
5/9/1978,41,M,M,120000,0,5,Partial High School,Professional,1,4,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,17249,1,Bikes,1,Mountain Bikes,590,Mountain-400-W
10/23/1973,45,S,F,10000,2,2,High School,Manual,1,1,2011,0-1 Miles,92,Hauts de Seine,FR,France,7,17971,1,Bikes,2,Road Bikes,583,Road-350-W
4/1/1958,61,M,F,20000,2,0,Partial College,Manual,1,1,2012,2-5 Miles,HH,Hamburg,DE,Germany,8,12624,1,Bikes,1,Mountain Bikes,359,Mountain-200
3/14/1978,41,M,M,40000,1,1,Partial College,Clerical,1,1,2012,1-2 Miles,HH,Hamburg,DE,Germany,8,17103,1,Bikes,1,Mountain Bikes,359,Mountain-200
12/11/1958,60,M,M,90000,4,2,Partial College,Professional,1,1,2012,10+ Miles,ENG,England,GB,United Kingdom,10,18158,1,Bikes,1,Mountain Bikes,363,Mountain-200
4/19/1978,41,M,M,30000,1,1,Bachelors,Clerical,1,1,2012,2-5 Miles,ENG,England,GB,United Kingdom,10,17981,1,Bikes,1,Mountain Bikes,596,Mountain-500
12/20/1965,53,M,M,170000,1,1,Bachelors,Management,1,2,2012,0-1 Miles,CA,California,US,United States,4,15984,1,Bikes,1,Mountain Bikes,353,Mountain-200
7/21/1961,57,S,M,120000,3,4,High School,Professional,1,4,2011,5-10 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,13265,1,Bikes,3,Touring Bikes,571,Touring-3000
5/2/1957,62,S,F,130000,4,5,High School,Professional,0,3,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,16598,1,Bikes,3,Touring Bikes,562,Touring-1000
5/9/1974,45,M,F,60000,2,2,Bachelors,Professional,0,1,2012,0-1 Miles,QLD,Queensland,AU,Australia,9,26023,1,Bikes,2,Road Bikes,382,Road-550-W
9/30/1976,42,S,M,110000,0,5,Partial High School,Professional,0,4,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,25832,1,Bikes,2,Road Bikes,386,Road-550-W
12/3/1962,56,M,M,70000,2,0,High School,Skilled Manual,1,2,2012,5-10 Miles,TAS,Tasmania,AU,Australia,9,25960,1,Bikes,2,Road Bikes,384,Road-550-W
8/1/1960,58,S,M,80000,2,0,High School,Skilled Manual,1,2,2012,5-10 Miles,SA,South Australia,AU,Australia,9,14275,1,Bikes,1,Mountain Bikes,363,Mountain-200
1/7/1977,42,S,M,90000,0,0,Bachelors,Professional,0,3,2012,10+ Miles,QLD,Queensland,AU,Australia,9,14230,1,Bikes,1,Mountain Bikes,353,Mountain-200
4/15/1972,47,S,M,80000,0,0,Graduate Degree,Skilled Manual,1,0,2012,1-2 Miles,WA,Washington,US,United States,1,27017,1,Bikes,3,Touring Bikes,564,Touring-1000
11/29/1956,62,S,F,40000,4,0,Partial College,Professional,0,2,2013,1-2 Miles,CA,California,US,United States,4,23516,1,Bikes,2,Road Bikes,606,Road-750
5/23/1965,53,M,F,80000,3,0,Graduate Degree,Professional,1,0,2013,0-1 Miles,CA,California,US,United States,4,21160,1,Bikes,2,Road Bikes,580,Road-350-W
3/16/1981,38,S,F,20000,0,0,Partial College,Manual,0,1,2013,2-5 Miles,ENG,England,GB,United Kingdom,10,24197,1,Bikes,2,Road Bikes,390,Road-550-W
10/15/1974,44,M,M,40000,0,0,Graduate Degree,Clerical,1,0,2011,0-1 Miles,59,Nord,FR,France,7,12620,1,Bikes,2,Road Bikes,604,Road-750
7/14/1946,72,M,F,30000,1,0,Bachelors,Clerical,1,0,2013,0-1 Miles,ENG,England,GB,United Kingdom,10,27856,1,Bikes,2,Road Bikes,605,Road-750
11/22/1968,50,S,M,100000,2,3,Partial College,Professional,1,4,2012,5-10 Miles,78,Yveline,FR,France,7,15921,1,Bikes,2,Road Bikes,581,Road-350-W
10/20/1974,44,M,M,110000,4,5,Partial College,Professional,1,2,2011,10+ Miles,BY,Bayern,DE,Germany,8,11431,1,Bikes,2,Road Bikes,580,Road-350-W
2/17/1959,60,M,F,120000,3,5,Bachelors,Management,1,2,2012,10+ Miles,HE,Hessen,DE,Germany,8,18164,1,Bikes,1,Mountain Bikes,359,Mountain-200
10/15/1950,68,M,F,110000,3,4,Bachelors,Management,1,4,2012,5-10 Miles,ENG,England,GB,United Kingdom,10,17202,1,Bikes,1,Mountain Bikes,353,Mountain-200
12/8/1955,63,M,F,90000,4,1,High School,Management,1,3,2012,5-10 Miles,59,Nord,FR,France,7,17216,1,Bikes,1,Mountain Bikes,355,Mountain-200
10/3/1966,52,M,F,130000,3,4,Partial College,Professional,1,3,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,18141,1,Bikes,1,Mountain Bikes,361,Mountain-200
12/13/1979,39,S,F,20000,0,0,Partial High School,Manual,0,2,2012,0-1 Miles,HE,Hessen,DE,Germany,8,16466,1,Bikes,2,Road Bikes,374,Road-250
10/22/1962,56,M,F,40000,1,0,Partial College,Clerical,1,1,2011,0-1 Miles,CA,California,US,United States,4,12789,1,Bikes,1,Mountain Bikes,361,Mountain-200
8/6/1964,54,S,M,70000,2,0,Graduate Degree,Professional,1,1,2012,2-5 Miles,WA,Washington,US,United States,1,15565,1,Bikes,1,Mountain Bikes,361,Mountain-200
12/10/1968,50,M,M,70000,0,0,Bachelors,Professional,0,1,2013,0-1 Miles,BC,British Columbia,CA,Canada,6,17625,1,Bikes,1,Mountain Bikes,357,Mountain-200
4/26/1939,80,S,M,50000,2,0,Graduate Degree,Management,1,2,2013,5-10 Miles,BC,British Columbia,CA,Canada,6,13270,1,Bikes,1,Mountain Bikes,363,Mountain-200
2/10/1986,33,S,M,90000,0,0,Bachelors,Professional,0,2,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,15127,1,Bikes,1,Mountain Bikes,363,Mountain-200
10/2/1984,34,M,F,90000,0,0,Bachelors,Professional,0,3,2012,10+ Miles,QLD,Queensland,AU,Australia,9,15129,1,Bikes,1,Mountain Bikes,361,Mountain-200
11/22/1983,35,M,M,110000,0,5,High School,Management,1,3,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,23658,1,Bikes,2,Road Bikes,583,Road-350-W
3/11/1985,34,S,F,10000,0,0,Partial College,Manual,0,1,2012,0-1 Miles,NSW,New South Wales,AU,Australia,9,12575,1,Bikes,1,Mountain Bikes,593,Mountain-500
11/16/1979,39,M,M,70000,2,2,Bachelors,Skilled Manual,1,0,2012,2-5 Miles,WA,Washington,US,United States,1,27096,1,Bikes,3,Touring Bikes,575,Touring-1000
3/21/1961,58,M,F,90000,2,1,High School,Professional,1,1,2011,10+ Miles,WA,Washington,US,United States,1,29258,1,Bikes,3,Touring Bikes,566,Touring-3000
3/8/1967,52,M,M,130000,1,3,Bachelors,Management,1,3,2011,0-1 Miles,CA,California,US,United States,4,29252,1,Bikes,3,Touring Bikes,570,Touring-3000
8/29/1971,47,S,M,170000,1,1,Bachelors,Management,0,2,2012,0-1 Miles,CA,California,US,United States,4,26723,1,Bikes,3,Touring Bikes,575,Touring-1000
10/1/1978,40,S,F,100000,0,0,Bachelors,Management,1,2,2012,1-2 Miles,CA,California,US,United States,4,26536,1,Bikes,3,Touring Bikes,576,Touring-1000
12/18/1974,44,M,M,60000,2,2,Bachelors,Skilled Manual,1,0,2011,2-5 Miles,BC,British Columbia,CA,Canada,6,23846,1,Bikes,3,Touring Bikes,560,Touring-2000
3/15/1986,33,S,M,40000,0,0,High School,Skilled Manual,0,2,2011,1-2 Miles,CA,California,US,United States,4,25951,1,Bikes,3,Touring Bikes,578,Touring-2000
12/10/1975,43,M,F,40000,1,1,Bachelors,Skilled Manual,1,1,2013,0-1 Miles,CA,California,US,United States,4,24789,1,Bikes,3,Touring Bikes,576,Touring-1000
2/16/1954,65,S,F,60000,2,1,Partial College,Professional,0,2,2013,2-5 Miles,CA,California,US,United States,4,18085,1,Bikes,2,Road Bikes,583,Road-350-W
4/19/1975,44,M,F,30000,1,0,Graduate Degree,Clerical,1,0,2013,0-1 Miles,BB,Brandenburg,DE,Germany,8,24024,1,Bikes,2,Road Bikes,605,Road-750
2/20/1980,39,M,M,30000,0,0,Partial College,Clerical,0,1,2013,0-1 Miles,59,Nord,FR,France,7,24384,1,Bikes,3,Touring Bikes,562,Touring-1000
1/6/1984,35,M,F,10000,0,0,Partial College,Manual,1,1,2013,2-5 Miles,VIC,Victoria,AU,Australia,9,29455,1,Bikes,3,Touring Bikes,567,Touring-3000
1/13/1979,40,M,M,60000,1,0,Bachelors,Professional,1,1,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,15209,1,Bikes,1,Mountain Bikes,589,Mountain-400-W
3/22/1964,55,M,M,130000,2,4,Partial College,Professional,1,2,2012,5-10 Miles,ENG,England,GB,United Kingdom,10,18127,1,Bikes,1,Mountain Bikes,361,Mountain-200
4/6/1954,65,M,F,70000,5,1,Partial High School,Skilled Manual,1,4,2012,5-10 Miles,92,Hauts de Seine,FR,France,7,14200,1,Bikes,2,Road Bikes,374,Road-250
6/18/1968,50,S,F,30000,4,0,Graduate Degree,Clerical,1,0,2012,0-1 Miles,75,Seine (Paris),FR,France,7,14539,1,Bikes,1,Mountain Bikes,588,Mountain-400-W
9/19/1975,43,M,M,50000,1,1,Bachelors,Skilled Manual,1,0,2013,2-5 Miles,WA,Washington,US,United States,1,16776,1,Bikes,2,Road Bikes,374,Road-250
11/12/1966,52,M,M,40000,1,0,Partial College,Clerical,1,1,2011,1-2 Miles,CA,California,US,United States,4,14747,1,Bikes,1,Mountain Bikes,588,Mountain-400-W
8/30/1971,47,S,F,60000,0,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,16093,1,Bikes,1,Mountain Bikes,598,Mountain-500
5/21/1963,55,M,M,40000,1,0,Partial College,Clerical,1,1,2011,0-1 Miles,CA,California,US,United States,4,14755,1,Bikes,1,Mountain Bikes,590,Mountain-400-W
1/8/1958,61,S,M,70000,4,2,Partial College,Professional,1,2,2012,10+ Miles,CA,California,US,United States,4,15915,1,Bikes,1,Mountain Bikes,357,Mountain-200
7/11/1963,55,M,M,80000,1,0,Partial College,Skilled Manual,1,1,2012,2-5 Miles,CA,California,US,United States,4,15568,1,Bikes,1,Mountain Bikes,355,Mountain-200
3/11/1986,33,M,M,20000,0,0,Partial College,Skilled Manual,0,2,2011,1-2 Miles,CA,California,US,United States,4,11945,1,Bikes,1,Mountain Bikes,359,Mountain-200
4/4/1973,46,S,M,70000,1,0,Bachelors,Professional,0,1,2012,0-1 Miles,CA,California,US,United States,4,15540,1,Bikes,1,Mountain Bikes,355,Mountain-200
11/9/1970,48,M,F,90000,5,5,Partial College,Professional,1,3,2012,2-5 Miles,WA,Washington,US,United States,1,15937,1,Bikes,1,Mountain Bikes,355,Mountain-200
3/31/1941,78,M,F,70000,4,0,Graduate Degree,Management,1,2,2012,1-2 Miles,CA,California,US,United States,4,15972,1,Bikes,1,Mountain Bikes,363,Mountain-200
8/30/1981,37,M,M,100000,0,5,Partial High School,Professional,1,4,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,25828,1,Bikes,2,Road Bikes,390,Road-550-W
9/11/1983,35,S,F,10000,1,1,High School,Manual,0,0,2011,1-2 Miles,NSW,New South Wales,AU,Australia,9,17916,1,Bikes,2,Road Bikes,382,Road-550-W
3/4/1972,47,S,M,90000,0,0,Bachelors,Professional,0,0,2013,0-1 Miles,QLD,Queensland,AU,Australia,9,27597,1,Bikes,2,Road Bikes,606,Road-750
9/1/1975,43,M,M,80000,4,4,Graduate Degree,Management,1,1,2012,0-1 Miles,NSW,New South Wales,AU,Australia,9,14668,1,Bikes,1,Mountain Bikes,357,Mountain-200
7/31/1972,46,S,M,90000,4,4,Bachelors,Professional,1,0,2012,1-2 Miles,VIC,Victoria,AU,Australia,9,14300,1,Bikes,1,Mountain Bikes,361,Mountain-200
4/3/1975,44,S,F,80000,5,0,Graduate Degree,Professional,0,0,2012,0-1 Miles,CA,California,US,United States,4,26649,1,Bikes,3,Touring Bikes,563,Touring-1000
2/17/1973,46,S,M,150000,1,1,Partial College,Professional,0,4,2012,2-5 Miles,CA,California,US,United States,4,26705,1,Bikes,3,Touring Bikes,561,Touring-1000
4/15/1976,43,M,M,40000,1,1,Bachelors,Skilled Manual,1,1,2013,2-5 Miles,CA,California,US,United States,4,24792,1,Bikes,3,Touring Bikes,576,Touring-1000
4/17/1954,65,M,F,30000,4,0,High School,Professional,1,2,2013,5-10 Miles,WA,Washington,US,United States,1,23666,1,Bikes,3,Touring Bikes,564,Touring-1000
12/1/1977,41,M,M,70000,4,0,Graduate Degree,Professional,1,0,2013,2-5 Miles,CA,California,US,United States,4,23186,1,Bikes,2,Road Bikes,605,Road-750
3/6/1972,47,S,M,40000,4,3,High School,Skilled Manual,1,3,2013,10+ Miles,WA,Washington,US,United States,1,21141,1,Bikes,2,Road Bikes,388,Road-550-W
11/7/1977,41,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2013,2-5 Miles,OR,Oregon,US,United States,1,21143,1,Bikes,2,Road Bikes,388,Road-550-W
1/18/1966,53,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2013,0-1 Miles,OR,Oregon,US,United States,1,17871,1,Bikes,2,Road Bikes,582,Road-350-W
